CustomerID,Gender,Age,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0094,Female,38,Germany,4,127782.28,1,0,1,24927.31,0
0095,Female,31,Spain,4,11712.98,3,1,1,61351.76,0
0096,Female,19,France,7,69042.39,3,1,0,23929.25,0
0097,Female,28,Spain,7,176744.12,3,0,1,117323.43,0
0098,Female,68,Germany,6,15672.41,2,0,0,145278.4,1
0099,Female,56,Germany,6,209834.62,1,1,0,145810.42,1
0100,Male,55,Spain,10,954.98,3,0,0,131109.95,0
0101,Male,51,France,5,61705.97,2,1,1,94110.9,1
0102,Female,55,France,5,185226.01,1,0,0,108121.2,0
0103,Female,67,Spain,10,79067.54,4,1,1,49928.81,0
0104,Female,51,Spain,8,25473.1,2,1,0,98307.86,0
0105,Female,35,Germany,5,90058.48,1,1,1,73790.94,0
0106,Female,47,France,1,67598.32,2,1,1,77482.43,1
0107,Female,32,Spain,1,210677.98,1,1,0,116088.72,0
0108,Female,44,France,4,78336.98,1,0,1,49468.57,0
0109,Female,68,Spain,3,197233.12,4,1,0,54525.55,0
0110,Male,51,Spain,10,222968.04,2,0,0,139449.85,0
0111,Female,69,France,1,108454.35,3,1,0,17871.4,0
0112,Male,55,Spain,2,227485.79,4,1,0,77988.8,1
0113,Female,50,Spain,6,94329.51,4,0,0,137792.11,1
0114,Female,41,Germany,7,241019.6,1,0,1,95450.82,0
0115,Male,32,Spain,5,22322.38,3,0,0,86496.99,0
0116,Female,47,Spain,10,171754.82,2,0,1,44964.19,0
0117,Male,59,Spain,4,123453.51,3,1,1,58058.57,0
0118,Female,68,Germany,0,96912.2,3,0,0,129286.78,0
0119,Female,34,France,7,158177.97,3,1,1,88290.54,0
0120,Male,22,Germany,2,175964.27,3,0,0,82063.91,0
0121,Female,46,Germany,5,1090.82,3,0,1,23941.16,0
0122,Male,21,France,2,41738.27,1,1,1,12243.94,0
0123,Female,27,Germany,6,178261.51,1,1,1,144915.93,0
0124,Male,34,France,6,166596.35,4,0,0,62778.06,0
0125,Male,27,Germany,8,241511.88,1,1,1,94449.83,0
0126,Female,34,France,4,190259.45,4,1,0,21160.11,1
0127,Female,37,Spain,7,237693.18,4,1,1,105636.0,0
0128,Male,41,Germany,9,175635.13,2,1,1,140559.34,1
0129,Female,22,Germany,9,74513.05,3,1,1,90593.14,0
0130,Female,51,Germany,7,26341.23,1,1,1,27656.15,0
0131,Female,23,Germany,0,195455.97,2,1,0,91441.01,0
0132,Male,19,Spain,4,161037.31,1,1,0,117288.61,1
0133,Male,30,Germany,2,12046.5,4,0,1,66898.32,0
0134,Male,60,Spain,0,90012.62,1,1,1,133177.28,0
0135,Male,60,Spain,3,239199.95,3,0,0,100815.61,0
0136,Male,65,Spain,7,125100.29,4,1,0,135894.85,0
0137,Male,28,Spain,2,108182.28,4,1,0,97290.74,0
0138,Male,68,France,9,114424.9,2,1,0,28380.32,1
0139,Male,64,France,1,52220.68,3,1,1,53356.84,0
0140,Male,40,Germany,10,92176.79,4,0,1,38251.29,0
0141,Female,33,France,8,92453.31,3,0,0,137235.71,0
0142,Male,48,France,9,13088.76,1,1,0,116456.01,0
0143,Female,28,Germany,4,191891.91,3,0,0,104695.77,0
0144,Female,33,Germany,6,104126.11,4,1,0,52135.28,0
0145,Female,25,Germany,10,205544.97,2,1,0,35766.27,0
0146,Male,21,France,10,212587.0,4,0,0,115903.15,0
0147,Male,57,France,1,52998.51,3,0,1,76382.11,0
0148,Male,21,Germany,8,164338.37,3,1,1,41610.54,1
0149,Male,42,Spain,8,118070.45,4,1,1,96327.08,0
0150,Female,20,Germany,3,220039.18,3,0,0,15646.74,0
0151,Male,49,Spain,3,53935.17,1,1,0,55663.84,0
0152,Male,20,Spain,5,169453.3,4,0,0,75597.98,0
0153,Male,44,Germany,9,151938.03,2,1,1,30714.17,0
0154,Male,46,Germany,9,73825.37,4,1,0,147851.63,0
0155,Male,49,Germany,9,34150.23,1,0,0,39273.63,0
0156,Female,67,France,5,162909.94,1,0,1,28249.44,1
0157,Male,68,Spain,0,184649.36,1,0,0,38494.88,0
0158,Female,36,France,8,78906.84,1,1,1,117668.56,0
0159,Male,38,France,1,161208.15,1,1,1,69570.79,0
0160,Female,22,Germany,4,98782.73,2,1,0,89158.23,0
0161,Male,35,France,8,178301.72,3,1,1,12941.28,0
0162,Male,45,Germany,3,49803.82,1,0,0,14820.38,1
0163,Female,59,Spain,10,222553.75,1,1,1,72415.58,0
0164,Female,39,Germany,2,71852.4,4,1,0,124331.73,0
0165,Female,38,France,6,91946.5,2,1,1,133933.44,0
0166,Male,23,France,5,14522.99,2,0,0,22138.92,0
0167,Female,18,Germany,7,27878.05,3,1,1,85370.83,0
0168,Male,22,Germany,2,128965.48,2,1,1,137852.16,0
0169,Male,58,France,4,66898.17,4,0,1,64316.19,0
0170,Female,29,Spain,9,208870.06,4,1,0,126139.22,0
0171,Female,43,Spain,3,3673.35,3,1,0,28717.39,0
0172,Male,63,Germany,3,94773.51,4,0,1,140955.23,1
0173,Male,51,Spain,3,84336.39,1,1,0,115199.26,0
0174,Female,66,France,9,4831.91,1,1,1,141786.81,1
0175,Female,31,Germany,7,31092.1,4,1,0,104726.41,0
0176,Female,43,France,5,103410.67,3,0,1,60876.55,0
0177,Male,62,France,2,123216.15,2,1,0,141345.36,0
0178,Male,44,Spain,9,101072.44,3,1,1,48579.35,0
0179,Male,26,Germany,4,132734.42,2,0,1,56504.15,0
0180,Male,43,Germany,5,148782.92,4,0,1,108113.18,0
0181,Male,64,Spain,4,2480.96,4,1,1,117144.28,0
0182,Male,39,France,5,116023.79,1,1,0,140116.49,1
0183,Female,64,France,7,240874.81,2,1,1,38672.34,0
0184,Male,47,France,6,129758.07,3,1,0,121719.72,0
0185,Male,60,France,4,169385.57,4,0,0,113396.45,0
0186,Male,65,Germany,9,77965.96,3,1,1,18931.24,1
0187,Female,34,Germany,5,193497.84,1,0,0,64211.24,0
0188,Male,43,Spain,3,193230.37,2,0,0,49587.16,0
0189,Male,53,Spain,8,130324.01,2,1,0,52628.66,0
0190,Female,18,Germany,3,244003.46,4,1,1,147612.56,0
0191,Male,25,Germany,0,31387.55,2,0,0,99988.84,1
0192,Male,66,France,6,4236.92,4,0,0,110474.66,0
0193,Male,52,France,6,192539.55,1,1,1,146726.47,0
0194,Male,69,Spain,3,201788.88,2,0,1,62808.25,1
0195,Male,32,Germany,2,30051.81,4,1,0,122257.62,0
0196,Female,64,Spain,7,66395.71,3,1,1,70834.33,0
0197,Female,39,Germany,4,4388.09,4,0,0,131734.71,0
0198,Female,31,France,9,73327.15,2,0,0,35292.06,0
0199,Male,43,Spain,6,193285.47,1,1,0,142676.06,0
0200,Male,45,Spain,3,129490.13,2,0,1,40628.04,0
0201,Male,40,Germany,3,87023.9,2,1,0,55670.87,0
0202,Female,31,France,7,92934.82,4,1,1,115866.91,0
0203,Male,41,Spain,7,338.41,3,1,1,65125.72,0
0204,Male,19,France,1,74950.13,2,0,0,95149.59,1
0205,Female,62,Spain,1,161614.69,3,1,1,72240.29,0
0206,Male,43,France,2,243548.61,4,1,1,113931.79,0
0207,Female,31,Germany,2,211765.21,3,1,1,41966.38,0
0208,Female,68,Spain,0,5898.74,4,1,1,18184.12,0
0209,Female,24,Spain,2,224640.15,1,1,1,51990.12,0
0210,Male,20,France,5,195799.6,3,1,0,76403.21,0
0211,Male,64,France,7,195094.03,3,1,1,33522.81,0
0212,Male,40,Spain,9,114498.94,1,1,0,59671.62,0
0213,Male,63,Germany,5,99501.32,3,1,0,65997.62,0
0214,Male,60,France,4,75728.93,1,1,0,18034.86,0
0215,Male,64,France,3,16423.71,2,1,0,91663.01,0
0216,Male,62,France,2,57058.84,4,0,0,133808.08,1
0217,Female,35,Spain,3,61650.91,1,1,0,31244.01,0
0218,Male,55,Spain,6,121019.27,3,1,1,93693.12,0
0219,Female,52,Spain,0,186861.1,1,1,1,103063.49,0
0220,Male,68,Spain,6,118452.46,3,0,1,68706.86,1
0221,Male,32,Germany,0,14461.11,2,1,0,108153.66,0
0222,Male,42,Germany,1,239447.45,1,0,1,67502.42,0
0223,Female,54,Spain,3,235681.08,2,1,1,80649.22,0
0224,Female,45,Germany,0,196297.39,4,1,1,11029.43,1
0225,Female,27,France,10,247831.98,3,0,0,106840.82,0
0226,Female,56,France,10,136120.58,3,1,1,102587.98,0
0227,Male,34,France,10,240692.09,2,0,0,15376.12,1
0228,Female,56,Spain,8,18901.26,4,0,1,61555.02,1
0229,Male,39,France,5,91420.19,1,1,0,147064.46,1
0230,Male,43,Germany,0,56345.32,1,1,0,68903.12,0
0231,Female,61,Spain,0,48958.27,3,1,0,80272.36,0
0232,Female,42,Germany,5,35200.74,2,1,1,137390.22,0
0233,Female,34,France,3,155603.41,2,0,1,110416.66,0
0234,Female,30,France,3,195330.46,1,0,0,91489.82,0
0235,Female,37,France,10,144574.6,4,1,1,121692.66,0
0236,Female,42,Spain,5,36740.68,4,0,0,131011.28,0
0237,Female,21,Germany,10,202780.94,1,0,0,73964.33,0
0238,Female,27,Spain,6,158988.68,1,1,1,76515.17,0
0239,Male,20,Spain,8,97041.43,2,0,1,64047.13,0
0240,Female,58,France,9,168532.57,4,0,1,145338.86,0
0241,Female,62,Spain,4,64976.24,1,1,0,107603.28,0
0242,Male,35,Spain,8,86298.05,1,0,0,21651.23,0
0243,Female,64,France,3,229371.46,3,1,1,130814.35,0
0244,Male,53,Spain,9,72626.13,1,0,0,77278.39,0
0245,Male,64,France,1,117497.07,1,1,1,19625.55,0
0246,Female,39,France,2,222535.28,4,0,0,86960.42,0
0247,Male,51,France,10,176930.34,2,0,1,68403.0,1
0248,Male,64,France,0,15550.81,4,1,1,132884.92,0
0249,Male,25,Spain,5,36825.76,2,1,0,38559.24,0
0250,Male,57,France,5,1960.4,3,1,1,125705.05,1
0251,Female,66,France,0,157730.45,1,1,1,88076.42,0
0252,Male,61,Spain,10,111918.36,3,0,0,17645.44,1
0253,Female,36,Spain,2,33568.71,2,0,1,146058.34,1
0254,Male,59,Germany,4,239483.53,4,0,0,81766.13,0
0255,Male,58,Spain,2,132414.93,4,1,1,50722.76,1
0256,Male,54,Spain,9,60473.32,3,0,0,75716.96,0
0257,Male,23,Germany,2,125150.89,2,0,1,130100.09,0
0258,Female,69,Spain,9,169905.08,3,1,1,52686.44,0
0259,Female,43,Spain,2,19059.8,3,1,1,36974.7,0
0260,Male,51,Spain,4,68675.95,1,0,1,28069.97,1
0261,Male,62,Spain,4,201741.37,3,1,0,51700.32,0
0262,Female,23,Germany,3,114916.22,1,0,0,119206.73,0
0263,Male,54,Spain,0,136644.29,1,0,0,76027.69,0
0264,Male,50,Spain,4,108204.0,4,1,0,41847.42,0
0265,Male,39,Germany,9,10974.99,1,0,0,33265.9,0
0266,Female,38,France,4,41437.44,1,1,0,56582.13,0
0267,Female,23,Germany,3,111385.41,4,1,0,141589.41,1
0268,Female,23,France,5,52296.37,3,0,1,58023.74,0
0269,Male,65,Germany,9,12494.76,2,0,1,148337.37,1
0270,Male,21,Germany,3,210912.42,2,0,1,77932.26,0
0271,Female,47,Spain,6,245298.13,2,1,1,35082.95,0
0272,Female,28,France,6,198285.72,3,0,0,134759.61,0
0273,Female,47,Spain,1,213446.23,1,1,0,74449.75,0
0274,Female,48,France,2,60494.28,2,1,0,109353.99,0
0275,Male,41,Germany,0,240156.74,3,0,1,147719.62,1
0276,Female,26,Germany,7,49231.43,1,1,0,17024.55,0
0277,Male,20,France,8,237857.45,4,0,1,23537.24,1
0278,Female,68,Spain,3,248704.82,2,0,0,110863.94,0
0279,Male,48,Spain,5,177930.7,1,0,0,49455.5,0
0280,Female,57,Spain,8,245285.93,2,0,0,35802.2,0
0281,Female,54,Spain,5,142384.94,2,0,0,15510.66,1
0282,Female,53,Germany,8,64885.45,2,0,1,13058.54,0
0283,Female,41,Germany,3,109248.97,1,0,1,118427.98,1
0284,Male,48,Germany,7,148390.23,3,1,0,28820.68,1
0285,Female,23,Germany,8,18270.39,1,0,1,75480.89,0
0286,Male,19,Germany,3,155585.82,2,1,0,94825.55,0
0287,Male,37,Spain,4,245294.46,1,1,0,69969.25,0
0288,Male,45,Spain,7,47526.91,4,1,0,13794.93,0
0289,Male,28,Spain,9,198148.78,3,0,0,119690.21,0
0290,Female,21,Spain,5,226974.7,1,1,1,11471.85,0
0291,Male,32,Germany,6,235925.4,4,1,0,116664.59,0
0292,Male,23,Germany,2,240033.9,3,0,0,135062.63,0
0293,Male,66,Germany,6,130364.91,4,0,1,70597.59,0
0294,Female,47,France,7,244326.98,3,1,0,84975.95,0
0295,Female,55,Spain,9,189327.55,1,0,1,76777.67,0
0296,Female,68,Spain,5,40417.86,4,0,0,64489.21,0
0297,Female,19,Germany,9,119225.03,2,0,0,134239.43,0
0298,Male,32,Spain,8,179582.79,4,0,0,135150.69,1
0299,Male,28,Spain,5,61835.08,3,1,0,57014.29,0
0300,Female,25,Germany,8,160153.8,1,0,0,96109.77,0
0301,Male,43,France,3,166650.12,3,0,0,139767.06,0
0302,Male,68,France,7,40674.94,4,0,1,144688.19,0
0303,Male,62,France,10,141271.33,4,1,0,81254.27,0
0304,Female,61,Germany,3,192906.73,2,1,1,73395.47,1
0305,Female,22,Spain,1,124723.92,1,0,1,49017.2,0
0306,Male,23,Germany,9,3025.78,1,0,0,144242.06,0
0307,Female,43,Germany,10,2259.62,4,1,1,29994.0,0
0308,Female,21,Spain,8,89257.34,1,0,0,91176.14,0
0309,Female,36,France,4,231548.52,2,0,1,49557.04,0
0310,Female,37,France,3,57169.19,3,1,0,49061.16,0
0311,Female,50,Germany,1,158590.92,1,0,1,66695.6,0
0312,Male,37,France,0,55518.97,4,0,1,149831.01,0
0313,Female,66,Germany,10,80417.5,3,1,0,17695.28,0
0314,Male,29,Germany,6,212010.52,3,1,1,90995.85,0
0315,Male,64,Spain,5,182215.36,2,0,0,21560.1,1
0316,Female,18,Spain,1,23849.82,4,1,0,31632.92,0
0317,Male,43,Spain,7,107175.51,1,0,0,71538.81,0
0318,Male,31,Germany,10,7292.44,4,0,0,81464.42,0
0319,Male,55,Spain,3,120222.54,3,0,0,46230.94,0
0320,Female,54,France,7,165608.5,4,1,1,54304.0,0
0321,Female,28,France,6,29625.66,1,1,1,22175.38,0
0322,Male,53,Germany,4,72221.23,1,0,1,52450.77,0
0323,Female,30,Germany,9,99459.16,2,0,0,145318.18,0
0324,Female,60,Spain,9,229882.76,1,1,1,142259.03,0
0325,Female,20,Germany,7,248313.75,1,1,1,56882.96,0
0326,Female,50,Germany,8,11227.82,4,1,1,89919.55,0
0327,Male,23,France,4,190251.98,4,0,1,137343.35,0
0328,Male,67,France,9,92931.02,3,1,1,10865.74,0
0329,Female,27,Spain,4,98114.55,2,1,0,123495.7,0
0330,Female,22,Germany,1,188566.24,4,0,0,142771.74,0
0331,Male,40,Germany,4,229606.61,1,0,1,22785.6,0
0332,Male,27,France,2,237732.15,3,0,0,32602.68,1
0333,Female,61,Germany,6,144280.65,4,1,0,144504.48,0
0334,Male,19,France,9,89280.29,2,0,1,85255.62,0
0335,Female,30,Spain,4,196887.27,2,0,1,11987.53,0
0336,Female,57,France,7,62750.35,3,0,0,46068.48,1
0337,Male,19,Germany,0,141018.51,3,0,1,72992.11,0
0338,Male,37,Spain,2,89644.62,3,1,0,107007.25,0
0339,Female,18,France,2,164157.77,3,0,0,112642.45,0
0340,Female,54,France,8,60099.73,3,1,1,149359.01,0
0341,Male,26,Spain,4,47898.24,1,1,0,50251.57,0
0342,Female,34,Spain,8,229559.77,1,1,0,85350.81,0
0343,Male,26,France,8,25450.92,4,0,0,84665.3,1
0344,Female,28,Germany,0,126489.48,2,1,1,66790.34,1
0345,Male,32,France,1,55213.2,1,0,1,33682.67,0
0346,Male,41,Spain,4,9732.49,1,0,1,146843.92,0
0347,Male,55,France,3,9004.7,1,0,1,129464.41,1
0348,Female,52,Spain,9,43805.44,4,1,0,79766.62,0
0349,Female,47,Spain,8,216692.59,3,0,1,94454.36,0
0350,Male,48,Germany,6,70619.69,4,0,1,41816.55,0
0351,Female,66,Spain,5,237614.79,2,0,1,86130.19,0
0352,Male,22,Spain,6,145405.57,2,1,1,107295.82,0
0353,Male,61,Germany,0,109153.55,2,1,0,82123.38,0
0354,Female,67,Spain,0,145022.21,2,1,0,148639.92,0
0355,Female,31,Germany,7,129174.6,1,0,0,95587.83,0
0356,Male,28,Germany,1,189694.06,1,1,1,61936.32,0
0357,Female,26,Spain,9,70624.02,4,0,1,118101.28,0
0358,Female,51,Spain,10,88262.6,3,0,0,33864.75,1
0359,Male,29,France,8,223523.58,2,1,1,63832.21,0
0360,Male,52,Germany,6,236614.13,4,0,1,58574.25,0
0361,Female,52,France,5,223139.56,1,1,0,70452.99,1
0362,Male,18,Spain,0,104862.0,1,0,0,119449.18,1
0363,Male,57,France,0,195091.38,3,1,1,77784.22,0
0364,Female,39,Germany,1,119083.93,3,0,1,121162.02,0
0365,Male,46,France,5,124384.96,3,0,1,90708.45,0
0366,Male,25,Germany,5,51170.03,4,0,0,57889.72,1
0367,Female,28,Spain,1,147782.58,1,0,0,123397.02,1
0368,Female,58,Spain,0,46533.97,1,0,0,43360.55,1
0369,Male,54,Germany,9,82891.17,3,1,0,41413.62,0
0370,Male,31,Spain,4,213757.55,2,0,1,80630.41,0
0371,Female,47,Spain,4,51768.95,3,1,0,46518.89,0
0372,Female,52,Spain,1,17789.57,4,1,0,11272.18,0
0373,Female,38,Spain,5,17251.9,3,1,1,100761.65,0
0374,Female,54,Germany,8,235196.13,3,0,1,81553.14,0
0375,Male,22,France,1,126730.11,4,0,1,72372.49,0
0376,Female,36,France,9,102353.02,3,0,0,145375.59,0
0377,Female,31,Spain,1,202719.65,1,1,1,89967.89,0
0378,Male,43,France,2,208956.48,2,0,1,130880.42,0
0379,Female,21,France,6,83047.76,3,0,0,29523.03,0
0380,Male,42,Spain,5,173404.51,4,1,0,89688.9,0
0381,Female,62,Spain,7,192780.7,2,1,1,131517.15,0
0382,Female,59,France,7,163662.67,4,1,0,91634.81,0
0383,Female,42,Germany,5,37898.77,2,1,1,110521.98,1
0384,Male,35,Spain,10,218970.77,2,1,1,62086.1,0
0385,Male,57,Germany,9,134773.64,3,1,0,22942.93,0
0386,Female,25,France,2,70618.11,1,0,1,74106.04,0
0387,Male,56,Spain,2,106307.05,3,1,0,65227.11,0
0388,Male,57,Germany,0,9392.77,4,0,0,131388.43,1
0389,Male,31,Spain,6,31966.7,4,0,0,44159.34,0
0390,Male,49,France,4,191386.69,2,0,1,145342.79,1
0391,Male,68,Germany,3,2.91,2,1,0,144139.34,0
0392,Male,55,France,9,104141.46,1,0,0,44668.43,1
0393,Female,50,France,3,130627.55,3,1,1,58727.27,0
0394,Female,40,Spain,3,13658.61,4,1,1,135377.8,1
0395,Male,32,Germany,5,243269.54,2,0,1,145327.11,0
0396,Female,50,France,7,56531.33,1,1,1,72081.47,0
0397,Female,42,France,7,76049.68,4,0,0,54939.59,0
0398,Female,34,Germany,4,75985.63,2,0,0,83653.16,1
0399,Female,50,France,5,57604.17,4,1,0,106287.69,0
0400,Male,64,France,3,368.46,1,0,1,48286.43,0
0401,Female,19,Germany,10,182336.2,1,0,1,113106.24,1
0402,Female,31,Germany,8,241711.37,4,0,0,17232.03,0
0403,Male,57,Germany,7,56073.37,3,1,1,16901.23,0
0404,Male,57,Germany,9,165761.8,4,0,1,64080.28,0
0405,Female,68,Spain,9,185474.08,2,1,0,59486.25,0
0406,Female,56,Germany,0,212106.34,3,1,0,54188.65,1
0407,Female,68,Spain,1,105657.3,2,0,1,78742.77,0
0408,Female,23,Spain,8,75732.73,4,0,1,54902.7,0
0409,Female,23,Spain,7,81323.78,3,1,1,36916.11,1
0410,Female,20,France,2,178155.33,2,1,0,53325.74,0
0411,Male,24,Spain,7,204194.87,4,0,0,146486.6,0
0412,Female,68,Spain,0,45403.49,4,0,0,67555.88,0
0413,Female,25,France,9,92735.25,3,1,0,72259.79,0
0414,Male,59,France,3,225485.05,4,1,0,90716.3,0
0415,Male,69,France,2,201673.38,1,1,1,147667.71,1
0416,Male,32,Germany,5,246214.6,2,1,1,43824.18,0
0417,Male,64,France,6,188562.06,2,1,1,105379.5,0
0418,Female,46,France,3,98298.8,4,0,0,110237.86,0
0419,Female,50,Spain,6,147659.46,4,1,0,95025.42,0
0420,Female,69,France,8,165253.56,1,1,0,22400.97,1
0421,Female,47,Germany,10,19613.95,3,0,1,104762.12,1
0422,Female,56,France,1,136124.24,4,0,0,18973.26,0
0423,Female,44,Germany,10,177330.21,4,1,0,93459.97,0
0424,Male,53,France,2,41830.33,4,1,1,113541.36,0
0425,Female,46,France,4,195157.93,4,0,0,39535.78,0
0426,Male,55,France,2,145943.2,2,1,1,127827.08,0
0427,Male,50,France,10,238055.45,4,1,0,14249.53,0
0428,Female,54,Germany,7,10605.57,2,0,0,128133.8,0
0429,Male,44,Germany,9,66331.53,4,1,1,74446.07,0
0430,Female,50,Spain,7,150388.47,3,0,1,40462.31,0
0431,Male,21,Germany,7,74139.98,1,0,1,28728.94,0
0432,Female,39,France,8,178606.04,3,0,1,143463.0,0
0433,Male,19,Spain,3,189751.32,4,0,1,20173.18,0
0434,Female,27,Spain,4,25628.99,4,1,1,37873.08,0
0435,Female,22,Spain,4,128463.62,4,0,0,58695.13,1
0436,Female,27,France,7,127222.64,3,1,0,96832.88,0
0437,Female,50,Germany,6,92320.19,4,1,1,86272.15,0
0438,Female,55,France,8,233231.22,3,1,0,27590.09,0
0439,Male,30,Spain,7,206876.58,2,1,1,50561.92,1
0440,Male,48,France,1,174302.35,1,1,0,43425.25,1
0441,Male,64,France,9,178581.66,1,0,1,39896.0,0
0442,Female,53,Germany,3,115429.04,3,0,0,67560.21,0
0443,Male,62,Germany,5,230248.63,2,0,0,108564.4,1
